epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,283.609,0.48751,0.48358,0.96036,0.92651,0.8973,0.92327,0.79088,0.54039,0.53999,0.94302,0.000120393,0.000120393,0.000120393
187,285.038,0.51362,0.49346,0.97819,0.92831,0.8896,0.91813,0.79103,0.54582,0.53686,0.9384,0.00011332,0.00011332,0.00011332
188,286.536,0.51474,0.50642,0.93381,0.93455,0.87772,0.90704,0.7824,0.54911,0.54853,0.9412,0.000106246,0.000106246,0.000106246
189,288.078,0.52999,0.5271,0.96982,0.93323,0.87772,0.91003,0.78925,0.54028,0.54606,0.93458,9.91726e-05,9.91726e-05,9.91726e-05
190,289.504,0.51621,0.55141,0.94139,0.9322,0.87772,0.91197,0.79491,0.53754,0.55212,0.92865,9.20991e-05,9.20991e-05,9.20991e-05
191,291.807,0.49699,0.50536,0.97561,0.93054,0.87772,0.90958,0.79489,0.54488,0.55936,0.93395,8.50255e-05,8.50255e-05,8.50255e-05
192,293.268,0.54255,0.50727,0.9785,0.93082,0.87772,0.91107,0.78996,0.54801,0.58073,0.94019,7.7952e-05,7.7952e-05,7.7952e-05
193,294.72,0.50576,0.4801,0.95047,0.93097,0.87772,0.90985,0.78412,0.54945,0.57175,0.94699,7.08784e-05,7.08784e-05,7.08784e-05
194,296.329,0.50313,0.48216,0.9404,0.93153,0.87772,0.90875,0.77997,0.54956,0.56355,0.95224,6.38049e-05,6.38049e-05,6.38049e-05
195,297.767,0.60363,0.55137,1.02507,0.93145,0.87772,0.9079,0.77984,0.54636,0.55468,0.94956,5.67313e-05,5.67313e-05,5.67313e-05
196,299.17,0.49023,0.48112,0.94587,0.93179,0.87772,0.90937,0.78386,0.54431,0.54876,0.94793,4.96578e-05,4.96578e-05,4.96578e-05
197,300.651,0.50343,0.46699,0.96391,0.93172,0.87772,0.91036,0.78674,0.54803,0.55115,0.95043,4.25842e-05,4.25842e-05,4.25842e-05
198,302.142,0.50705,0.4616,0.94938,0.93145,0.87772,0.90759,0.79058,0.54941,0.55299,0.95156,3.55107e-05,3.55107e-05,3.55107e-05
199,303.618,0.54058,0.47484,0.99779,0.93143,0.87772,0.90792,0.78875,0.55195,0.55819,0.95079,2.84371e-05,2.84371e-05,2.84371e-05
200,305.099,0.48456,0.44739,0.95653,0.93099,0.87772,0.90796,0.79038,0.54945,0.55839,0.94755,2.13636e-05,2.13636e-05,2.13636e-05
